instanceType,instanceFamily,instanceFamilyName,location,currentGeneration,hypervisor,processorArchitectures,processorManufacturer,processor,vCpus,memorySizeInGiB,storage,nitroEnclavesSupport,onDemandLinuxHr,onDemandRhelHr,onDemandWindowsHr,reserved3yNoUpfrontLinuxHr,reserved3yNoUpfrontRhelHr,reserved3yNoUpfrontWindowsHr
m7i.2xlarge,m7i,General purpose,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Scalable (Sapphire Rapids),8.0,32.0,EBS only,supported,0.4704,0.5856,0.8384,0.2143,0.3295,0.5823
t2.2xlarge,t,General purpose,eu-west-3,1.0,xen,x86_64,Intel,Intel Xeon Family,8.0,32.0,EBS only,unsupported,0.4224,0.5376,0.4844,0.2144,0.3296,0.2764
t3.2xlarge,t,General purpose,eu-west-3,1.0,nitro,x86_64,Intel,Intel Skylake E5 2686 v5,8.0,32.0,EBS only,unsupported,0.3776,0.4928,0.5248,0.1631,0.2783,0.3103
t3a.2xlarge,t,General purpose,eu-west-3,1.0,nitro,x86_64,AMD,AMD EPYC 7571,8.0,32.0,EBS only,unsupported,0.3398,0.455,0.487,0.1468,0.262,0.294
t4g.2xlarge,t,General purpose,eu-west-3,1.0,nitro,arm64,AWS,AWS Graviton2 Processor,8.0,32.0,EBS only,unsupported,0.3008,0.416,,0.1297,0.2449,
is4gen.2xlarge,is4gen,Storage optimized,eu-west-3,1.0,nitro,arm64,AWS,AWS Graviton2 Processor,8.0,48.0,1 x 7500 SSD,unsupported,1.3413,1.4565,,0.5811,0.6963,
d2.2xlarge,d2,Storage optimized,eu-west-3,0.0,xen,x86_64,Intel,Intel Xeon E5-2676 v3 (Haswell),8.0,61.0,6 x 2000 HDD,unsupported,1.544,1.659,1.912,,,
i3.2xlarge,i3,Storage optimized,eu-west-3,1.0,xen,x86_64,Intel,Intel Xeon E5-2686 v4 (Broadwell),8.0,61.0,1 x 1900 NVMe SSD,unsupported,0.724,0.839,1.092,0.35,0.465,0.718
r4.2xlarge,r4,Memory optimized,eu-west-3,0.0,xen,x86_64,Intel,Intel Xeon E5-2686 v4 (Broadwell),8.0,61.0,EBS only,unsupported,0.624,0.7392,0.992,0.2709,0.3861,0.6389
d3.2xlarge,d3,Storage optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Platinum 8259 (Cascade Lake),8.0,64.0,6 x 2000 HDD,supported,1.28,1.41,1.648,0.553,0.683,0.921
i3en.2xlarge,i3en,Storage optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Platinum 8175,8.0,64.0,2 x 2500 NVMe SSD,supported,1.052,1.167,1.42,0.456,0.571,0.824
i4i.2xlarge,i4i,Storage optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon 8375C (Ice Lake),8.0,64.0,1 x 1875 NVMe SSD,supported,0.796,0.912,1.164,0.367,0.483,0.735
r5.2xlarge,r5,Memory optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Platinum 8175,8.0,64.0,EBS only,supported,0.592,0.707,0.96,0.256,0.371,0.624
r5a.2xlarge,r5a,Memory optimized,eu-west-3,1.0,nitro,x86_64,AMD,AMD EPYC 7571,8.0,64.0,EBS only,supported,0.532,0.647,0.9,0.23,0.345,0.598
r5ad.2xlarge,r5ad,Memory optimized,eu-west-3,1.0,nitro,x86_64,AMD,AMD EPYC 7571,8.0,64.0,1 x 300 NVMe SSD,supported,0.612,0.727,0.98,0.264,0.38,0.632
r5d.2xlarge,r5d,Memory optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Platinum 8175,8.0,64.0,1 x 300 NVMe SSD,supported,0.676,0.791,1.044,0.292,0.407,0.66
r5dn.2xlarge,r5dn,Memory optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Platinum 8259 (Cascade Lake),8.0,64.0,1 x 300 NVMe SSD,supported,0.784,0.8992,1.152,0.3277,0.4429,0.6957
r5n.2xlarge,r5n,Memory optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Platinum 8259 (Cascade Lake),8.0,64.0,EBS only,supported,0.7,0.815,1.068,0.296,0.411,0.664
r6g.2xlarge,r6g,Memory optimized,eu-west-3,1.0,nitro,arm64,AWS,AWS Graviton2 Processor,8.0,64.0,EBS only,supported,0.472,0.5872,,0.203,0.3182,
r6gd.2xlarge,r6gd,Memory optimized,eu-west-3,1.0,nitro,arm64,AWS,AWS Graviton2 Processor,8.0,64.0,1 x 475 NVMe SSD,supported,0.5408,0.656,,0.2336,0.3488,
r6i.2xlarge,r6i,Memory optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon 8375C (Ice Lake),8.0,64.0,EBS only,supported,0.592,0.7072,0.96,0.2676,0.3828,0.6356
r7g.2xlarge,r7g,Memory optimized,eu-west-3,1.0,nitro,arm64,AWS,AWS Graviton3 Processor,8.0,64.0,EBS only,supported,0.5032,0.6184,,0.2275,0.3427,
r7i.2xlarge,r7i,Memory optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Scalable (Sapphire Rapids),8.0,64.0,EBS only,supported,0.6216,0.7368,0.9896,0.281,0.3962,0.649
x2iedn.2xlarge,x2iedn,Memory optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Scalable (Icelake),8.0,256.0,1 x 237 NVMe SSD,supported,2.1008,2.2159,2.4688,0.6738,0.789,1.0418
i3en.3xlarge,i3en,Storage optimized,eu-west-3,1.0,nitro,x86_64,Intel,Intel Xeon Platinum 8175,12.0,96.0,1 x 7500 NVMe SSD,supported,1.578,1.708,2.13,0.684,0.813,1.236
